student_id,total_active_days,Cluster_ID,Behavioral_Pattern
pjxxxxbj916,240,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj917,266,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj921,235,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj922,262,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj923,306,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj930,368,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj932,262,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj933,211,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj937,304,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj941,244,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj942,241,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj943,333,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj944,240,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj945,358,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxxxxbj953,298,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxxxxbj955,412,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxxxxbj957,242,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj958,297,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj963,304,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj966,243,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj968,232,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxxxxbj970,213,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxxxxbj975,242,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj980,263,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj981,240,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj986,263,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj987,242,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj988,210,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj989,443,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxxxxbj995,224,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj997,158,0.0,常规混合型 (Standard Mixed Pattern)
pjxxztbj990,398,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxxztbj994,319,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxxztbj995,476,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxxztbj998,362,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxxztfj982,1,,样本量不足 (Insufficient Data)
pjxxztfj991,1,,样本量不足 (Insufficient Data)
pjxxztfj995,2,,样本量不足 (Insufficient Data)
pjxxztfj997,29,0.0,常规混合型 (Standard Mixed Pattern)
pjxxzxbj995,295,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxxzxbj998,364,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxxzxkj978,323,0.0,常规混合型 (Standard Mixed Pattern)
pjxxzxkj979,345,0.0,常规混合型 (Standard Mixed Pattern)
pjxxzxkj981,335,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxxzxkj983,303,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxxzxkj987,424,0.0,常规混合型 (Standard Mixed Pattern)
pjxxzxkj990,371,0.0,常规混合型 (Standard Mixed Pattern)
pjxxzxkj991,328,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxxzxkj995,331,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxxzxkj997,380,0.0,常规混合型 (Standard Mixed Pattern)
pjxxzxkj998,283,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj001,352,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj002,377,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj003,349,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj004,316,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj006,316,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj007,319,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj013,322,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj015,329,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj016,363,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj018,283,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj020,317,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj022,358,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj023,294,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj027,258,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj031,291,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj033,350,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj034,335,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj035,291,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj036,301,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj038,380,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj041,331,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj043,327,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj044,425,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj046,282,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj047,259,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj049,304,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj050,276,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj052,264,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj053,528,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj054,451,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj058,322,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj059,404,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj061,349,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj062,384,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj069,310,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj072,368,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj073,300,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj077,493,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj078,172,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj080,363,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj082,265,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj084,282,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj085,393,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj086,466,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj087,321,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj088,530,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj089,551,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj090,444,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj092,378,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj095,332,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj098,358,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj100,469,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj101,352,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj104,320,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj108,519,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj109,578,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj112,545,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj116,416,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj117,606,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj122,346,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj125,623,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj126,356,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj129,747,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj130,358,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj133,307,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj139,408,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj146,381,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj149,336,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj150,316,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj153,212,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj154,465,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj155,291,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj156,430,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj158,230,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj159,343,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj163,360,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj164,317,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj166,549,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj169,384,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj171,241,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj172,603,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj174,324,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj181,341,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj185,300,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj188,412,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj190,505,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj191,684,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj192,362,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj193,665,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj197,302,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj201,338,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj203,331,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj205,368,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj207,293,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj209,331,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj216,413,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj219,506,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj221,349,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj223,330,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj224,338,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj225,376,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj232,349,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj236,309,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj237,650,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj242,468,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj243,331,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj245,371,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj248,596,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj249,307,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj251,348,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj252,440,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj253,291,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj255,304,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj261,368,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj262,427,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj266,330,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj267,364,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj269,334,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj272,397,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj274,333,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj276,357,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj277,455,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj278,382,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj279,441,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj282,327,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj283,592,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj285,364,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj288,474,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj293,457,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj299,323,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj300,373,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj301,346,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj302,310,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj305,424,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj307,619,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj309,351,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj311,336,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj312,608,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj315,337,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj316,358,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj318,358,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj321,382,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj322,340,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj325,315,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj326,389,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj327,408,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj328,329,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj331,339,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj333,362,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj334,299,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj336,516,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj338,370,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj339,318,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj340,429,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj341,354,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj344,594,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj347,365,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj348,431,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj351,384,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj356,566,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj358,396,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj360,328,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj361,399,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj362,347,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj366,312,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj367,550,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj368,328,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj369,315,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj375,378,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj379,408,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj380,469,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj384,378,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj385,383,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj388,366,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj391,351,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj393,380,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj394,351,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj395,325,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj396,383,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj397,294,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj398,349,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj400,421,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj401,324,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj402,352,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj403,406,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj407,333,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj408,418,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj409,440,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj410,339,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj412,394,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj417,412,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj418,363,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj421,320,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj422,329,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj425,324,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj428,426,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj430,347,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj431,352,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj433,326,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj435,357,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj437,299,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj441,472,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj444,330,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj445,336,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj452,367,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj453,358,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj454,276,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj455,293,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj456,470,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj459,330,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj461,329,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj463,316,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj464,555,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj468,450,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj469,384,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj472,306,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj476,334,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj478,319,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj479,370,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj485,414,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj486,363,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj487,347,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj488,337,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj492,441,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj497,319,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj500,404,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj506,379,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj508,388,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj509,355,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj515,390,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj518,348,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj522,370,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj523,340,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj524,372,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj525,446,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj527,385,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj530,296,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj531,394,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj532,340,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj534,313,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj535,419,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj538,385,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj540,330,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj542,456,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj548,323,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj552,366,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj554,405,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj555,334,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj557,331,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj560,353,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj563,355,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj564,460,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj566,316,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj569,300,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj570,370,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj574,378,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj577,318,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj579,669,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj582,304,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj584,391,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj585,300,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj588,378,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj589,311,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj590,404,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj591,341,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj592,347,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj594,312,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj598,567,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj602,340,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj604,321,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj605,391,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj608,332,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj611,352,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj613,365,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj615,383,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj616,378,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj617,315,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj621,491,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj622,300,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj624,301,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj625,392,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj627,354,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj628,319,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj630,324,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj631,395,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj632,395,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj634,325,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj636,298,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj640,323,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj642,348,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj646,582,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj648,327,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj651,303,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj656,310,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj658,264,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj659,392,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj660,393,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj662,323,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj663,403,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj664,318,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj665,383,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj669,470,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj671,306,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj673,552,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj674,362,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj677,346,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj678,315,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj685,306,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj687,335,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj688,479,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj691,472,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj692,354,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj695,613,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj697,377,1.0,高波动不规律型 (High-Variance Irregular Pattern)
